OpossumID	OpossumID_version	HumanGeneName	HumanID	OpossumGeneName	DevilID	DevilGeneName
ENSMODG00000010011	ENSMODG00000010011.2	ZNF22	ENSG00000165512	ZNF22		
ENSMODG00000009583	ENSMODG00000009583.3	PNLIP	ENSG00000175535	PNLIP	ENSSHAG00000003480	PNLIP
ENSMODG00000013069	ENSMODG00000013069.4	HHIPL1	ENSG00000182218	HHIPL1	ENSSHAG00000016819	HHIPL1
ENSMODG00000019353	ENSMODG00000019353.4	PAX2	ENSG00000075891	PAX2	ENSSHAG00000014328	PAX2
ENSMODG00000019462	ENSMODG00000019462.4	POFUT1	ENSG00000101346	POFUT1	ENSSHAG00000011051	POFUT1
ENSMODG00000046407	ENSMODG00000046407.1			5S_rRNA	ENSSHAG00000019651	5S_rRNA
ENSMODG00000019600	ENSMODG00000019600.4	PAPPA	ENSG00000182752	PAPPA	ENSSHAG00000010767	PAPPA
ENSMODG00000007533	ENSMODG00000007533.3	GPR26	ENSG00000154478	GPR26	ENSSHAG00000003254	GPR26
ENSMODG00000025091	ENSMODG00000025091.3	RPS24	ENSG00000138326		ENSSHAG00000008090	
ENSMODG00000048145	ENSMODG00000048145.1					
ENSMODG00000046901	ENSMODG00000046901.1					
ENSMODG00000037818	ENSMODG00000037818.1					
ENSMODG00000042118	ENSMODG00000042118.1					
ENSMODG00000010000	ENSMODG00000010000.4	RASSF4	ENSG00000107551	RASSF4	ENSSHAG00000005030	RASSF4
ENSMODG00000043231	ENSMODG00000043231.1					
ENSMODG00000040047	ENSMODG00000040047.1	PLAGL2	ENSG00000126003	PLAGL2	ENSSHAG00000011174	PLAGL2
ENSMODG00000043754	ENSMODG00000043754.1	RNU6-1123P	ENSG00000199217	U6		
ENSMODG00000009589	ENSMODG00000009589.4	CCDC172	ENSG00000182645	CCDC172	ENSSHAG00000000039	CCDC172
ENSMODG00000039055	ENSMODG00000039055.1					
ENSMODG00000016351	ENSMODG00000016351.4	PCDH15	ENSG00000150275	PCDH15	ENSSHAG00000016966	
ENSMODG00000045445	ENSMODG00000045445.1	TM9SF4	ENSG00000101337		ENSSHAG00000011314	TM9SF4
ENSMODG00000034869	ENSMODG00000034869.2					
ENSMODG00000023818	ENSMODG00000023818.3	CCDC85C	ENSG00000205476	CCDC85C	ENSSHAG00000017230	
ENSMODG00000041033	ENSMODG00000041033.1			U6	ENSSHAG00000019590	U6
ENSMODG00000007542	ENSMODG00000007542.4	BUB3	ENSG00000154473		ENSSHAG00000010372	BUB3
ENSMODG00000049439	ENSMODG00000049439.1					
ENSMODG00000010008	ENSMODG00000010008.2	DEPP1	ENSG00000165507		ENSSHAG00000005682	
ENSMODG00000036427	ENSMODG00000036427.1	HIF1AN	ENSG00000166135	HIF1AN	ENSSHAG00000015308	HIF1AN
ENSMODG00000019604	ENSMODG00000019604.4	ASTN2	ENSG00000148219	ASTN2	ENSSHAG00000014279	
ENSMODG00000039021	ENSMODG00000039021.1	TM9SF4	ENSG00000101337		ENSSHAG00000011314	TM9SF4
ENSMODG00000040473	ENSMODG00000040473.1	RNU6-1241P	ENSG00000207266	U6	ENSSHAG00000019493	U6
ENSMODG00000040473	ENSMODG00000040473.1	RNU6-133P	ENSG00000206716	U6	ENSSHAG00000019493	U6
ENSMODG00000051464	ENSMODG00000051464.1					
ENSMODG00000044340	ENSMODG00000044340.1					
ENSMODG00000009987	ENSMODG00000009987.3	TMEM72	ENSG00000187783	TMEM72	ENSSHAG00000007018	TMEM72
ENSMODG00000007548	ENSMODG00000007548.3	HMX2	ENSG00000188816	HMX2	ENSSHAG00000010480	HMX2
ENSMODG00000048272	ENSMODG00000048272.1	TM9SF4	ENSG00000101337		ENSSHAG00000011314	TM9SF4
ENSMODG00000035295	ENSMODG00000035295.2					
ENSMODG00000013066	ENSMODG00000013066.2				ENSSHAG00000018710	
ENSMODG00000013066	ENSMODG00000013066.2				ENSSHAG00000010923	
ENSMODG00000017183	ENSMODG00000017183.3	NRBF2	ENSG00000148572	NRBF2	ENSSHAG00000004744	NRBF2
ENSMODG00000007552	ENSMODG00000007552.4	HMX3	ENSG00000188620	HMX3		
ENSMODG00000009606	ENSMODG00000009606.4	GFRA1	ENSG00000151892	GFRA1	ENSSHAG00000004711	
ENSMODG00000050702	ENSMODG00000050702.1					
ENSMODG00000039448	ENSMODG00000039448.1					
ENSMODG00000030690	ENSMODG00000030690.2					
ENSMODG00000019356	ENSMODG00000019356.3	AL133352.1	ENSG00000255339		ENSSHAG00000015389	
ENSMODG00000019356	ENSMODG00000019356.3	NDUFB8	ENSG00000166136		ENSSHAG00000015389	
ENSMODG00000035963	ENSMODG00000035963.2					
ENSMODG00000013056	ENSMODG00000013056.4	CCNK	ENSG00000090061	CCNK	ENSSHAG00000004889	
ENSMODG00000013056	ENSMODG00000013056.4	CCNK	ENSG00000090061	CCNK	ENSSHAG00000003784	
ENSMODG00000013056	ENSMODG00000013056.4	CCNK	ENSG00000090061	CCNK	ENSSHAG00000000597	
ENSMODG00000041217	ENSMODG00000041217.1					
ENSMODG00000009971	ENSMODG00000009971.3	CXCL12	ENSG00000107562			
ENSMODG00000050516	ENSMODG00000050516.1					
ENSMODG00000017110	ENSMODG00000017110.4	EGR2	ENSG00000122877	EGR2	ENSSHAG00000006904	EGR2
ENSMODG00000007778	ENSMODG00000007778.4	ACADSB	ENSG00000196177	ACADSB	ENSSHAG00000000928	ACADSB
ENSMODG00000040280	ENSMODG00000040280.1					
ENSMODG00000048391	ENSMODG00000048391.1					
ENSMODG00000048596	ENSMODG00000048596.1					
ENSMODG00000034592	ENSMODG00000034592.2					
ENSMODG00000017108	ENSMODG00000017108.4	ADO	ENSG00000181915	ADO		
ENSMODG00000019471	ENSMODG00000019471.4	HCK	ENSG00000101336	HCK	ENSSHAG00000011725	HCK
ENSMODG00000038834	ENSMODG00000038834.1	IKZF5	ENSG00000095574	IKZF5	ENSSHAG00000011508	IKZF5
ENSMODG00000035815	ENSMODG00000035815.2					
ENSMODG00000031671	ENSMODG00000031671.2					
ENSMODG00000030794	ENSMODG00000030794.2					
ENSMODG00000038078	ENSMODG00000038078.1					
ENSMODG00000046150	ENSMODG00000046150.1					
ENSMODG00000007808	ENSMODG00000007808.4	PSTK	ENSG00000179988	PSTK	ENSSHAG00000011551	PSTK
ENSMODG00000037662	ENSMODG00000037662.1					
ENSMODG00000019474	ENSMODG00000019474.4	CCM2L	ENSG00000101331		ENSSHAG00000012041	CCM2L
ENSMODG00000007814	ENSMODG00000007814.3	C10orf88	ENSG00000119965	C10orf88	ENSSHAG00000011667	C10orf88
ENSMODG00000028448	ENSMODG00000028448.2	ATRNL1	ENSG00000107518			
ENSMODG00000026915	ENSMODG00000026915.2	RNU6-502P	ENSG00000199289	U6		
ENSMODG00000014227	ENSMODG00000014227.4	SAR1B	ENSG00000152700	SAR1B	ENSSHAG00000014991	SAR1B
ENSMODG00000042601	ENSMODG00000042601.1					
ENSMODG00000023265	ENSMODG00000023265.3	RBBP8NL	ENSG00000130701		ENSSHAG00000013047	
ENSMODG00000033590	ENSMODG00000033590.2					
ENSMODG00000019477	ENSMODG00000019477.3	XKR7	ENSG00000260903	XKR7	ENSSHAG00000012253	XKR7
ENSMODG00000007863	ENSMODG00000007863.4	CUZD1	ENSG00000138161			
ENSMODG00000007863	ENSMODG00000007863.4	AC073585.2	ENSG00000286088			
ENSMODG00000019608	ENSMODG00000019608.3	TRIM32	ENSG00000119401	TRIM32	ENSSHAG00000014182	TRIM32
ENSMODG00000037471	ENSMODG00000037471.1					
ENSMODG00000019357	ENSMODG00000019357.4	SEC31B	ENSG00000075826	SEC31B	ENSSHAG00000015424	SEC31B
ENSMODG00000009640	ENSMODG00000009640.4				ENSSHAG00000005043	ATRNL1
ENSMODG00000038698	ENSMODG00000038698.1					
ENSMODG00000019480	ENSMODG00000019480.3	PDRG1	ENSG00000088356	PDRG1	ENSSHAG00000012470	PDRG1
ENSMODG00000012975	ENSMODG00000012975.4	SETD3	ENSG00000183576	SETD3	ENSSHAG00000006008	SETD3
ENSMODG00000047412	ENSMODG00000047412.1					
ENSMODG00000034036	ENSMODG00000034036.2					
ENSMODG00000040843	ENSMODG00000040843.1				ENSSHAG00000011736	
ENSMODG00000030177	ENSMODG00000030177.2					
ENSMODG00000023264	ENSMODG00000023264.3	CABLES2	ENSG00000149679	CABLES2	ENSSHAG00000013517	CABLES2
ENSMODG00000049699	ENSMODG00000049699.1					
ENSMODG00000023510	ENSMODG00000023510.3	TTLL9	ENSG00000131044	TTLL9	ENSSHAG00000012511	TTLL9
ENSMODG00000014214	ENSMODG00000014214.4	JADE2	ENSG00000043143	JADE2	ENSSHAG00000015370	
ENSMODG00000017107	ENSMODG00000017107.4	ZNF365	ENSG00000138311	ZNF365	ENSSHAG00000010650	ZNF365
ENSMODG00000026151	ENSMODG00000026151.1			U6		
ENSMODG00000027910	ENSMODG00000027910.2					
ENSMODG00000027416	ENSMODG00000027416.2	TMEM202	ENSG00000187806			
ENSMODG00000028743	ENSMODG00000028743.2					
ENSMODG00000017104	ENSMODG00000017104.4	RTKN2	ENSG00000182010	RTKN2	ENSSHAG00000011431	RTKN2
ENSMODG00000016769	ENSMODG00000016769.4	RPS21	ENSG00000171858		ENSSHAG00000013595	RPS21
ENSMODG00000023529	ENSMODG00000023529.2	TRAPPC6B	ENSG00000182400		ENSSHAG00000001400	
ENSMODG00000027750	ENSMODG00000027750.2				ENSSHAG00000002906	
ENSMODG00000007103	ENSMODG00000007103.4	PCNX1	ENSG00000100731	PCNX1	ENSSHAG00000018199	PCNX1
ENSMODG00000049210	ENSMODG00000049210.1					
ENSMODG00000009966	ENSMODG00000009966.4	ARIH1	ENSG00000166233	ARIH1	ENSSHAG00000016167	ARIH1
ENSMODG00000030022	ENSMODG00000030022.2					
ENSMODG00000046515	ENSMODG00000046515.1					
ENSMODG00000050873	ENSMODG00000050873.1					
ENSMODG00000019482	ENSMODG00000019482.3	DUSP15	ENSG00000149599		ENSSHAG00000012740	
ENSMODG00000007895	ENSMODG00000007895.3					
ENSMODG00000017102	ENSMODG00000017102.3	ARID5B	ENSG00000150347	ARID5B	ENSSHAG00000012252	ARID5B
ENSMODG00000029102	ENSMODG00000029102.2					
ENSMODG00000041034	ENSMODG00000041034.1					
ENSMODG00000026530	ENSMODG00000026530.1			U4		
ENSMODG00000019614	ENSMODG00000019614.4	TLR4	ENSG00000136869	TLR4	ENSSHAG00000017208	TLR4
ENSMODG00000046992	ENSMODG00000046992.1					
ENSMODG00000038888	ENSMODG00000038888.1					
ENSMODG00000042167	ENSMODG00000042167.1					
ENSMODG00000030725	ENSMODG00000030725.2					
ENSMODG00000019483	ENSMODG00000019483.4				ENSSHAG00000012864	
ENSMODG00000012964	ENSMODG00000012964.4	BCL11B	ENSG00000127152	BCL11B	ENSSHAG00000009291	BCL11B
ENSMODG00000036675	ENSMODG00000036675.1					
ENSMODG00000017099	ENSMODG00000017099.4				ENSSHAG00000014246	
ENSMODG00000009676	ENSMODG00000009676.4	TRUB1	ENSG00000165832	TRUB1	ENSSHAG00000009346	TRUB1
ENSMODG00000051515	ENSMODG00000051515.1					
ENSMODG00000007308	ENSMODG00000007308.4	OR11H6	ENSG00000176219	OR11H6	ENSSHAG00000012276	OR11H6
ENSMODG00000019485	ENSMODG00000019485.3					
ENSMODG00000001116	ENSMODG00000001116.4	ZMIZ1	ENSG00000108175	ZMIZ1	ENSSHAG00000016743	ZMIZ1
ENSMODG00000048119	ENSMODG00000048119.1					
ENSMODG00000009951	ENSMODG00000009951.4	BBS4	ENSG00000140463	BBS4	ENSSHAG00000016358	BBS4
ENSMODG00000048429	ENSMODG00000048429.1					
ENSMODG00000048319	ENSMODG00000048319.1	TMEM26	ENSG00000196932	TMEM26		
ENSMODG00000014209	ENSMODG00000014209.3	UBE2B	ENSG00000119048		ENSSHAG00000000793	
ENSMODG00000014209	ENSMODG00000014209.3	UBE2B	ENSG00000119048		ENSSHAG00000016143	
ENSMODG00000038195	ENSMODG00000038195.1					
ENSMODG00000007900	ENSMODG00000007900.4	C10orf120	ENSG00000183559		ENSSHAG00000007217	
ENSMODG00000036410	ENSMODG00000036410.1				ENSSHAG00000011801	
ENSMODG00000042565	ENSMODG00000042565.1					
ENSMODG00000021661	ENSMODG00000021661.1			U6		
ENSMODG00000039881	ENSMODG00000039881.1					
ENSMODG00000046820	ENSMODG00000046820.1					
ENSMODG00000019354	ENSMODG00000019354.4	ZSCAN2	ENSG00000176371	ZSCAN2	ENSSHAG00000015790	ZSCAN2
ENSMODG00000035992	ENSMODG00000035992.2					
ENSMODG00000043843	ENSMODG00000043843.1					
ENSMODG00000039355	ENSMODG00000039355.1					
ENSMODG00000044696	ENSMODG00000044696.1					
ENSMODG00000048288	ENSMODG00000048288.1					
ENSMODG00000017097	ENSMODG00000017097.4	RHOBTB1	ENSG00000072422		ENSSHAG00000016863	RHOBTB1
ENSMODG00000007274	ENSMODG00000007274.2				ENSSHAG00000011801	
ENSMODG00000037013	ENSMODG00000037013.1					
ENSMODG00000041204	ENSMODG00000041204.1					
ENSMODG00000032305	ENSMODG00000032305.2					
ENSMODG00000019486	ENSMODG00000019486.4	MYLK2	ENSG00000101306	MYLK2	ENSSHAG00000013080	MYLK2
ENSMODG00000009713	ENSMODG00000009713.4	FAM160B1	ENSG00000151553	FAM160B1	ENSSHAG00000010246	FAM160B1
ENSMODG00000041014	ENSMODG00000041014.1					
ENSMODG00000049037	ENSMODG00000049037.1	SIX1	ENSG00000126778	SIX1	ENSSHAG00000015711	SIX1
ENSMODG00000030170	ENSMODG00000030170.2					
ENSMODG00000031270	ENSMODG00000031270.2					
ENSMODG00000000535	ENSMODG00000000535.3	PAK6	ENSG00000137843	PAK6	ENSSHAG00000013200	PAK6
ENSMODG00000019359	ENSMODG00000019359.4	ZNF419	ENSG00000105136		ENSSHAG00000015818	
ENSMODG00000019359	ENSMODG00000019359.4	AC003005.1	ENSG00000268107		ENSSHAG00000015818	
ENSMODG00000019359	ENSMODG00000019359.4	AC004076.1	ENSG00000268163		ENSSHAG00000015818	
ENSMODG00000019359	ENSMODG00000019359.4	ZNF562	ENSG00000171466		ENSSHAG00000015818	
ENSMODG00000019359	ENSMODG00000019359.4	ZNF561	ENSG00000171469		ENSSHAG00000015818	
ENSMODG00000019359	ENSMODG00000019359.4	ZNF418	ENSG00000196724		ENSSHAG00000015818	
ENSMODG00000019359	ENSMODG00000019359.4	ZNF549	ENSG00000121406		ENSSHAG00000015818	
ENSMODG00000019359	ENSMODG00000019359.4	ZNF586	ENSG00000083828		ENSSHAG00000015818	
ENSMODG00000019359	ENSMODG00000019359.4	ZNF587B	ENSG00000269343		ENSSHAG00000015818	
ENSMODG00000019359	ENSMODG00000019359.4	ZNF552	ENSG00000178935		ENSSHAG00000015818	
ENSMODG00000030760	ENSMODG00000030760.2					
ENSMODG00000045268	ENSMODG00000045268.1				ENSSHAG00000011801	
ENSMODG00000017091	ENSMODG00000017091.3	CDK1	ENSG00000170312		ENSSHAG00000017093	CDK1
ENSMODG00000048396	ENSMODG00000048396.1	ZFYVE26	ENSG00000072121		ENSSHAG00000012572	ZFYVE26
ENSMODG00000008646	ENSMODG00000008646.4	SIX4	ENSG00000100625	SIX4	ENSSHAG00000016030	SIX4
ENSMODG00000031047	ENSMODG00000031047.2					
ENSMODG00000039546	ENSMODG00000039546.1					
ENSMODG00000038064	ENSMODG00000038064.1					
ENSMODG00000042285	ENSMODG00000042285.1					
ENSMODG00000001782	ENSMODG00000001782.4	UNC13C	ENSG00000137766		ENSSHAG00000008022	
ENSMODG00000006392	ENSMODG00000006392.3	TAF8	ENSG00000137413		ENSSHAG00000001042	
ENSMODG00000006392	ENSMODG00000006392.3	TAF8	ENSG00000137413		ENSSHAG00000003980	
ENSMODG00000006392	ENSMODG00000006392.3	TAF8	ENSG00000137413		ENSSHAG00000004214	
ENSMODG00000006392	ENSMODG00000006392.3	TAF8	ENSG00000137413		ENSSHAG00000000405	
ENSMODG00000049163	ENSMODG00000049163.1					
ENSMODG00000037918	ENSMODG00000037918.1				ENSSHAG00000011801	
ENSMODG00000048585	ENSMODG00000048585.1					
ENSMODG00000044472	ENSMODG00000044472.1	ANKRD63	ENSG00000230778	ANKRD63		
ENSMODG00000009941	ENSMODG00000009941.3	ADPGK	ENSG00000159322	ADPGK	ENSSHAG00000016420	ADPGK
ENSMODG00000024749	ENSMODG00000024749.2	HYI	ENSG00000178922	HYI	ENSSHAG00000015874	HYI
ENSMODG00000032104	ENSMODG00000032104.2					
ENSMODG00000032523	ENSMODG00000032523.2					
ENSMODG00000045619	ENSMODG00000045619.1					
ENSMODG00000019489	ENSMODG00000019489.4	TPX2	ENSG00000088325	TPX2	ENSSHAG00000013326	TPX2
ENSMODG00000036712	ENSMODG00000036712.1					
ENSMODG00000007255	ENSMODG00000007255.3	OR11H4	ENSG00000176198	OR11H4	ENSSHAG00000012379	OR11H4
ENSMODG00000043535	ENSMODG00000043535.1					
ENSMODG00000044521	ENSMODG00000044521.1					
ENSMODG00000009028	ENSMODG00000009028.4	SPARC	ENSG00000113140	SPARC	ENSSHAG00000007301	SPARC
ENSMODG00000008657	ENSMODG00000008657.4	MNAT1	ENSG00000020426	MNAT1	ENSSHAG00000016338	
ENSMODG00000022104	ENSMODG00000022104.1	RNU6-1169P	ENSG00000200407	U6	ENSSHAG00000019627	U6
ENSMODG00000022104	ENSMODG00000022104.1	RNU6-832P	ENSG00000200189	U6	ENSSHAG00000019627	U6
ENSMODG00000019360	ENSMODG00000019360.4	WDR73	ENSG00000177082	WDR73	ENSSHAG00000015888	WDR73
ENSMODG00000037683	ENSMODG00000037683.1					
ENSMODG00000045754	ENSMODG00000045754.1					
ENSMODG00000005228	ENSMODG00000005228.4	ADCK1	ENSG00000063761	ADCK1	ENSSHAG00000017297	ADCK1
ENSMODG00000037036	ENSMODG00000037036.1					
ENSMODG00000032958	ENSMODG00000032958.2					
ENSMODG00000050044	ENSMODG00000050044.1					
ENSMODG00000000528	ENSMODG00000000528.4	PLCB2	ENSG00000137841	PLCB2	ENSSHAG00000013405	PLCB2
ENSMODG00000008662	ENSMODG00000008662.3	AQP9	ENSG00000103569	AQP9	ENSSHAG00000011444	AQP9
ENSMODG00000033113	ENSMODG00000033113.2					
ENSMODG00000044118	ENSMODG00000044118.1					
ENSMODG00000014201	ENSMODG00000014201.4	CDKL3	ENSG00000006837	CDKL3	ENSSHAG00000016286	CDKL3
ENSMODG00000010114	ENSMODG00000010114.4	RAD51B	ENSG00000182185		ENSSHAG00000000476	
ENSMODG00000041531	ENSMODG00000041531.1					
ENSMODG00000041688	ENSMODG00000041688.1					
ENSMODG00000008170	ENSMODG00000008170.4	DMBT1	ENSG00000187908			
ENSMODG00000046408	ENSMODG00000046408.1	RNU6-630P	ENSG00000212560	U6	ENSSHAG00000019622	U6
ENSMODG00000050669	ENSMODG00000050669.1					
ENSMODG00000032781	ENSMODG00000032781.2					
ENSMODG00000050499	ENSMODG00000050499.1					
ENSMODG00000039475	ENSMODG00000039475.1					
ENSMODG00000007245	ENSMODG00000007245.4	TTC5	ENSG00000136319	TTC5	ENSSHAG00000012449	TTC5
ENSMODG00000006348	ENSMODG00000006348.4	EFCAB9	ENSG00000214360	EFCAB9	ENSSHAG00000005119	EFCAB9
ENSMODG00000047329	ENSMODG00000047329.1					
ENSMODG00000041192	ENSMODG00000041192.1					
ENSMODG00000048613	ENSMODG00000048613.1					
ENSMODG00000031838	ENSMODG00000031838.2					
ENSMODG00000005252	ENSMODG00000005252.4	SNW1	ENSG00000100603	SNW1	ENSSHAG00000002935	
ENSMODG00000005252	ENSMODG00000005252.4	SNW1	ENSG00000100603	SNW1	ENSSHAG00000017583	
ENSMODG00000019361	ENSMODG00000019361.3	NMB	ENSG00000197696		ENSSHAG00000015926	
ENSMODG00000013015	ENSMODG00000013015.3	PNRC2	ENSG00000189266	PNRC2	ENSSHAG00000001387	PNRC2
ENSMODG00000042344	ENSMODG00000042344.1					
ENSMODG00000048832	ENSMODG00000048832.1	RAMACL	ENSG00000235272		ENSSHAG00000017873	
ENSMODG00000048832	ENSMODG00000048832.1	RAMAC	ENSG00000169612		ENSSHAG00000017873	
ENSMODG00000032530	ENSMODG00000032530.2					
ENSMODG00000042086	ENSMODG00000042086.1					
ENSMODG00000047393	ENSMODG00000047393.1					
ENSMODG00000007228	ENSMODG00000007228.3	CCNB1IP1	ENSG00000100814	CCNB1IP1	ENSSHAG00000012529	CCNB1IP1
ENSMODG00000039013	ENSMODG00000039013.1					
ENSMODG00000044266	ENSMODG00000044266.1					
ENSMODG00000049537	ENSMODG00000049537.1					
ENSMODG00000005544	ENSMODG00000005544.4	SPINK5	ENSG00000133710		ENSSHAG00000005225	
ENSMODG00000019490	ENSMODG00000019490.4	BCL2L1	ENSG00000171552	BCL2L1	ENSSHAG00000013693	BCL2L1
ENSMODG00000045341	ENSMODG00000045341.1	INAFM2	ENSG00000259330	INAFM2		
ENSMODG00000035851	ENSMODG00000035851.2					
ENSMODG00000021797	ENSMODG00000021797.2	RNU6-273P	ENSG00000252746	U6		
ENSMODG00000021797	ENSMODG00000021797.2	RNU6-553P	ENSG00000200917	U6		
ENSMODG00000009005	ENSMODG00000009005.2					
ENSMODG00000019364	ENSMODG00000019364.4	SEC11A	ENSG00000140612		ENSSHAG00000016068	SEC11A
ENSMODG00000001128	ENSMODG00000001128.3	PPIF	ENSG00000108179	PPIF	ENSSHAG00000016928	PPIF
ENSMODG00000026604	ENSMODG00000026604.1	SNORA79B	ENSG00000222489		ENSSHAG00000019977	SNORA79B
ENSMODG00000006341	ENSMODG00000006341.3	UBTD2	ENSG00000168246	UBTD2	ENSSHAG00000004626	UBTD2
ENSMODG00000035569	ENSMODG00000035569.2					
ENSMODG00000036899	ENSMODG00000036899.1					
ENSMODG00000042186	ENSMODG00000042186.1					
ENSMODG00000012666	ENSMODG00000012666.4	GBGT1	ENSG00000148288	GBGT1	ENSSHAG00000008459	GBGT1
ENSMODG00000041214	ENSMODG00000041214.1					
ENSMODG00000043591	ENSMODG00000043591.1					
ENSMODG00000037219	ENSMODG00000037219.1					
ENSMODG00000050742	ENSMODG00000050742.1	COX4I2	ENSG00000131055		ENSSHAG00000013928	COX4I2
ENSMODG00000005263	ENSMODG00000005263.4	ALKBH1	ENSG00000100601	ALKBH1	ENSSHAG00000017615	ALKBH1
ENSMODG00000000490	ENSMODG00000000490.4	CCDC9B	ENSG00000188549		ENSSHAG00000013702	
ENSMODG00000031843	ENSMODG00000031843.2					
ENSMODG00000038005	ENSMODG00000038005.1					
ENSMODG00000001134	ENSMODG00000001134.4	ZCCHC24	ENSG00000165424	ZCCHC24	ENSSHAG00000017060	
ENSMODG00000027164	ENSMODG00000027164.1	SNORD126	ENSG00000238344	SNORD126	ENSSHAG00000019666	SNORD126
ENSMODG00000008664	ENSMODG00000008664.4	TRMT5	ENSG00000126814	TRMT5	ENSSHAG00000003232	TRMT5
ENSMODG00000014168	ENSMODG00000014168.2	PPP2CA	ENSG00000113575	PPP2CA	ENSSHAG00000016632	PPP2CA
ENSMODG00000001770	ENSMODG00000001770.4	LPCAT4	ENSG00000176454	LPCAT4	ENSSHAG00000003658	LPCAT4
ENSMODG00000049040	ENSMODG00000049040.1					
ENSMODG00000034244	ENSMODG00000034244.2					
ENSMODG00000009924	ENSMODG00000009924.4	NEO1	ENSG00000067141	NEO1	ENSSHAG00000017306	NEO1
ENSMODG00000008993	ENSMODG00000008993.4	G3BP1	ENSG00000145907		ENSSHAG00000008357	G3BP1
ENSMODG00000041307	ENSMODG00000041307.1					
ENSMODG00000008235	ENSMODG00000008235.4	HTRA1	ENSG00000166033	HTRA1	ENSSHAG00000009284	HTRA1
ENSMODG00000048714	ENSMODG00000048714.1					
ENSMODG00000040834	ENSMODG00000040834.1					
ENSMODG00000026803	ENSMODG00000026803.1				ENSSHAG00000019995	
ENSMODG00000019365	ENSMODG00000019365.4	ZNF592	ENSG00000166716	ZNF592	ENSSHAG00000016293	ZNF592
ENSMODG00000010122	ENSMODG00000010122.3	ZFP36L1	ENSG00000185650	ZFP36L1	ENSSHAG00000011647	ZFP36L1
ENSMODG00000046239	ENSMODG00000046239.1					
ENSMODG00000043848	ENSMODG00000043848.1					
ENSMODG00000012904	ENSMODG00000012904.4	VRK1	ENSG00000100749	VRK1	ENSSHAG00000013341	VRK1
ENSMODG00000048212	ENSMODG00000048212.1					
ENSMODG00000008682	ENSMODG00000008682.4	SLC38A6	ENSG00000139974	SLC38A6	ENSSHAG00000003614	SLC38A6
ENSMODG00000037444	ENSMODG00000037444.1					
ENSMODG00000014163	ENSMODG00000014163.4	TCF7	ENSG00000081059	TCF7	ENSSHAG00000016841	
ENSMODG00000042921	ENSMODG00000042921.1					
ENSMODG00000041236	ENSMODG00000041236.1					
ENSMODG00000050217	ENSMODG00000050217.1					
ENSMODG00000008641	ENSMODG00000008641.4	ALDH1A2	ENSG00000128918	ALDH1A2	ENSSHAG00000012217	ALDH1A2
ENSMODG00000000475	ENSMODG00000000475.3	DISP2	ENSG00000140323	DISP2	ENSSHAG00000013971	DISP2
ENSMODG00000039590	ENSMODG00000039590.1					
ENSMODG00000009749	ENSMODG00000009749.5	ABLIM1	ENSG00000099204	ABLIM1	ENSSHAG00000010943	ABLIM1
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8S	ENSG00000261739		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8R	ENSG00000186399		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8B	ENSG00000215252		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8G	ENSG00000183629		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA6A	ENSG00000159289		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8T	ENSG00000261247		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8A	ENSG00000175265		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA6D	ENSG00000140478		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA6B	ENSG00000215186		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8H	ENSG00000261794		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8J	ENSG00000179938		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8Q	ENSG00000178115		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA2	ENSG00000167110		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8M	ENSG00000188626		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8N	ENSG00000232653		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8F	ENSG00000153684		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8K	ENSG00000249931		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA6C	ENSG00000167195		ENSSHAG00000018703	
ENSMODG00000005915	ENSMODG00000005915.5	GOLGA8O	ENSG00000206127		ENSSHAG00000018703	
ENSMODG00000019493	ENSMODG00000019493.4				ENSSHAG00000000043	
ENSMODG00000045565	ENSMODG00000045565.1					
ENSMODG00000034738	ENSMODG00000034738.2					
ENSMODG00000040895	ENSMODG00000040895.1	ANK3	ENSG00000151150		ENSSHAG00000017948	ANK3
