Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Opossum gene name	Opossum gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSSHAG00000000132	ENSSHAG00000000132.1	ENSSHAT00000000162	ENSSHAT00000000162.1	MAN2B2	ENSMODG00000002889	MAN2B2	GL865140.1	21	70503
ENSSHAG00000000133	ENSSHAG00000000133.1	ENSSHAT00000000163	ENSSHAT00000000163.1				GL865155.1	21	6048
ENSSHAG00000000134	ENSSHAG00000000134.1	ENSSHAT00000000164	ENSSHAT00000000164.1	TXK	ENSMODG00000020625	TXK	GL865265.1	21	39969
ENSSHAG00000000135	ENSSHAG00000000135.1	ENSSHAT00000000165	ENSSHAT00000000165.1	MSMO1	ENSMODG00000002349		GL866110.1	21	8347
ENSSHAG00000000136	ENSSHAG00000000136.1	ENSSHAT00000000166	ENSSHAT00000000166.1		ENSMODG00000007480		GL866830.1	21	3135
ENSSHAG00000000137	ENSSHAG00000000137.1	ENSSHAT00000000167	ENSSHAT00000000167.1				GL867620.1	21	2624
ENSSHAG00000000138	ENSSHAG00000000138.1	ENSSHAT00000000168	ENSSHAT00000000168.1	SUV39H1	ENSMODG00000010324	SUV39H1	GL867640.1	21	8321
ENSSHAG00000000138	ENSSHAG00000000138.1	ENSSHAT00000000169	ENSSHAT00000000169.1	SUV39H1	ENSMODG00000010324	SUV39H1	GL867640.1	21	8321
ENSSHAG00000000139	ENSSHAG00000000139.1	ENSSHAT00000000170	ENSSHAT00000000170.1				GL867689.1	21	491
ENSSHAG00000000140	ENSSHAG00000000140.1	ENSSHAT00000000171	ENSSHAT00000000171.1	GATA1	ENSMODG00000010099		GL867781.1	21	5145
ENSSHAG00000000141	ENSSHAG00000000141.1	ENSSHAT00000000172	ENSSHAT00000000172.1				GL867843.1	21	1646
ENSSHAG00000000142	ENSSHAG00000000142.1	ENSSHAT00000000173	ENSSHAT00000000173.1				GL868782.1	21	812
ENSSHAG00000000143	ENSSHAG00000000143.1	ENSSHAT00000000174	ENSSHAT00000000174.1				GL870125.1	21	6441
ENSSHAG00000000144	ENSSHAG00000000144.1	ENSSHAT00000000175	ENSSHAT00000000175.1	ERH	ENSMODG00000010274	ERH	GL835091.1	22	6392
ENSSHAG00000000145	ENSSHAG00000000145.1	ENSSHAT00000000176	ENSSHAT00000000176.1		ENSMODG00000008151		GL849697.1	22	762
ENSSHAG00000000146	ENSSHAG00000000146.1	ENSSHAT00000000177	ENSSHAT00000000177.1				GL862508.1	22	1092
ENSSHAG00000000147	ENSSHAG00000000147.1	ENSSHAT00000000178	ENSSHAT00000000178.1		ENSMODG00000044460		GL866773.1	22	945
ENSSHAG00000000148	ENSSHAG00000000148.1	ENSSHAT00000000179	ENSSHAT00000000179.1				GL835957.1	23	1273
ENSSHAG00000000149	ENSSHAG00000000149.1	ENSSHAT00000000180	ENSSHAT00000000180.1		ENSMODG00000039670	AP2A1	GL850291.1	23	9069
ENSSHAG00000000150	ENSSHAG00000000150.1	ENSSHAT00000000181	ENSSHAT00000000181.1				GL851656.1	23	733
ENSSHAG00000000151	ENSSHAG00000000151.1	ENSSHAT00000000182	ENSSHAT00000000182.1	PDHX	ENSMODG00000010015		GL865255.1	23	55301
ENSSHAG00000000151	ENSSHAG00000000151.1	ENSSHAT00000000183	ENSSHAT00000000183.1	PDHX	ENSMODG00000010015		GL865255.1	23	55301
ENSSHAG00000000152	ENSSHAG00000000152.1	ENSSHAT00000000184	ENSSHAT00000000184.1		ENSMODG00000025791		GL834710.1	24	104423
ENSSHAG00000000152	ENSSHAG00000000152.1	ENSSHAT00000000185	ENSSHAT00000000185.1		ENSMODG00000025791		GL834710.1	24	104423
ENSSHAG00000000153	ENSSHAG00000000153.1	ENSSHAT00000000186	ENSSHAT00000000186.1	PPP1R21	ENSMODG00000001186		GL836159.1	24	32731
ENSSHAG00000000154	ENSSHAG00000000154.1	ENSSHAT00000000187	ENSSHAT00000000187.1	UCHL3	ENSMODG00000000990	UCHL3	GL849869.1	24	82689
ENSSHAG00000000155	ENSSHAG00000000155.1	ENSSHAT00000000188	ENSSHAT00000000188.1				GL835088.1	25	7984
ENSSHAG00000000156	ENSSHAG00000000156.1	ENSSHAT00000000189	ENSSHAT00000000189.1	GEMIN2	ENSMODG00000048816		GL835907.1	25	11151
ENSSHAG00000000157	ENSSHAG00000000157.1	ENSSHAT00000000190	ENSSHAT00000000190.1	PDZD4	ENSMODG00000008596	PDZD4	GL867583.1	25	32080
ENSSHAG00000000157	ENSSHAG00000000157.1	ENSSHAT00000000191	ENSSHAT00000000191.1	PDZD4	ENSMODG00000008596	PDZD4	GL867583.1	25	32080
ENSSHAG00000000158	ENSSHAG00000000158.1	ENSSHAT00000000192	ENSSHAT00000000192.1		ENSMODG00000008013		GL835335.1	26	36725
ENSSHAG00000000159	ENSSHAG00000000159.1	ENSSHAT00000000193	ENSSHAT00000000193.1		ENSMODG00000039270		GL850461.1	26	2491
ENSSHAG00000000160	ENSSHAG00000000160.1	ENSSHAT00000000194	ENSSHAT00000000194.1		ENSMODG00000020194		GL865192.1	26	866
ENSSHAG00000000161	ENSSHAG00000000161.1	ENSSHAT00000000195	ENSSHAT00000000195.1				GL867580.1	26	1700
ENSSHAG00000000162	ENSSHAG00000000162.1	ENSSHAT00000000196	ENSSHAT00000000196.1		ENSMODG00000025627		GL842455.1	27	20875
ENSSHAG00000000163	ENSSHAG00000000163.1	ENSSHAT00000000197	ENSSHAT00000000197.1	PGP	ENSMODG00000015917	PGP	GL861508.1	27	989
ENSSHAG00000000164	ENSSHAG00000000164.1	ENSSHAT00000000198	ENSSHAT00000000198.1		ENSMODG00000011608		GL863204.1	27	1427
ENSSHAG00000000164	ENSSHAG00000000164.1	ENSSHAT00000000198	ENSSHAT00000000198.1		ENSMODG00000011617		GL863204.1	27	1427
ENSSHAG00000000165	ENSSHAG00000000165.1	ENSSHAT00000000199	ENSSHAT00000000199.1				GL837085.1	28	2390
ENSSHAG00000000165	ENSSHAG00000000165.1	ENSSHAT00000000200	ENSSHAT00000000200.1				GL837085.1	28	2390
ENSSHAG00000000166	ENSSHAG00000000166.1	ENSSHAT00000000201	ENSSHAT00000000201.1	BCL6B	ENSMODG00000006161	BCL6B	GL858642.1	28	4774
ENSSHAG00000000167	ENSSHAG00000000167.1	ENSSHAT00000000202	ENSSHAT00000000202.1		ENSMODG00000005099		GL849402.1	30	691
ENSSHAG00000000168	ENSSHAG00000000168.1	ENSSHAT00000000203	ENSSHAT00000000203.1		ENSMODG00000011769		GL835172.1	32	622
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1		ENSMODG00000039467		GL854586.1	33	979
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1	VN2R577	ENSMODG00000050323		GL854586.1	33	979
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1	VN2R566	ENSMODG00000045864		GL854586.1	33	979
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1	VN2R565	ENSMODG00000049940		GL854586.1	33	979
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1	VN2R607	ENSMODG00000039866		GL854586.1	33	979
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1	VN2R585	ENSMODG00000037262		GL854586.1	33	979
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1	VN2R583	ENSMODG00000036613		GL854586.1	33	979
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1	VN2R599	ENSMODG00000037387		GL854586.1	33	979
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1	VN2R571	ENSMODG00000045022		GL854586.1	33	979
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1	VN2R563	ENSMODG00000050464		GL854586.1	33	979
ENSSHAG00000000169	ENSSHAG00000000169.1	ENSSHAT00000000204	ENSSHAT00000000204.1	VN2R572	ENSMODG00000038178		GL854586.1	33	979
ENSSHAG00000000170	ENSSHAG00000000170.1	ENSSHAT00000000205	ENSSHAT00000000205.1	TRIM10	ENSMODG00000016017	TRIM10	GL856873.1	33	17371
ENSSHAG00000000170	ENSSHAG00000000170.1	ENSSHAT00000000206	ENSSHAT00000000206.1	TRIM10	ENSMODG00000016017	TRIM10	GL856873.1	33	17371
ENSSHAG00000000171	ENSSHAG00000000171.1	ENSSHAT00000000207	ENSSHAT00000000207.1	ABCB1	ENSMODG00000010227		GL861688.1	33	49668
ENSSHAG00000000172	ENSSHAG00000000172.1	ENSSHAT00000000208	ENSSHAT00000000208.1				GL867009.1	33	1583
ENSSHAG00000000173	ENSSHAG00000000173.1	ENSSHAT00000000209	ENSSHAT00000000209.1		ENSMODG00000018646		GL856565.1	34	2854
ENSSHAG00000000174	ENSSHAG00000000174.1	ENSSHAT00000000210	ENSSHAT00000000210.1	BOK	ENSMODG00000016075	BOK	GL850020.1	36	25165
ENSSHAG00000000175	ENSSHAG00000000175.1	ENSSHAT00000000211	ENSSHAT00000000211.1		ENSMODG00000046640		GL849961.1	37	7780
ENSSHAG00000000176	ENSSHAG00000000176.1	ENSSHAT00000000212	ENSSHAT00000000212.1		ENSMODG00000011608		GL863201.1	37	1419
ENSSHAG00000000176	ENSSHAG00000000176.1	ENSSHAT00000000212	ENSSHAT00000000212.1		ENSMODG00000011617		GL863201.1	37	1419
ENSSHAG00000000177	ENSSHAG00000000177.1	ENSSHAT00000000213	ENSSHAT00000000213.1	SIGLEC1	ENSMODG00000011441		GL839118.1	38	6814
ENSSHAG00000000177	ENSSHAG00000000177.1	ENSSHAT00000000214	ENSSHAT00000000214.1	SIGLEC1	ENSMODG00000011441		GL839118.1	38	6814
ENSSHAG00000000178	ENSSHAG00000000178.1	ENSSHAT00000000215	ENSSHAT00000000215.1				GL845151.1	38	1758
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1		ENSMODG00000039467		GL849769.1	38	10137
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1	VN2R577	ENSMODG00000050323		GL849769.1	38	10137
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1	VN2R566	ENSMODG00000045864		GL849769.1	38	10137
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1	VN2R565	ENSMODG00000049940		GL849769.1	38	10137
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1	VN2R607	ENSMODG00000039866		GL849769.1	38	10137
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1	VN2R585	ENSMODG00000037262		GL849769.1	38	10137
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1	VN2R583	ENSMODG00000036613		GL849769.1	38	10137
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1	VN2R599	ENSMODG00000037387		GL849769.1	38	10137
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1	VN2R571	ENSMODG00000045022		GL849769.1	38	10137
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1	VN2R563	ENSMODG00000050464		GL849769.1	38	10137
ENSSHAG00000000179	ENSSHAG00000000179.1	ENSSHAT00000000216	ENSSHAT00000000216.1	VN2R572	ENSMODG00000038178		GL849769.1	38	10137
ENSSHAG00000000180	ENSSHAG00000000180.1	ENSSHAT00000000217	ENSSHAT00000000217.1				GL850273.1	39	1076
ENSSHAG00000000181	ENSSHAG00000000181.1	ENSSHAT00000000218	ENSSHAT00000000218.1		ENSMODG00000046013		GL857395.1	39	17254
ENSSHAG00000000182	ENSSHAG00000000182.1	ENSSHAT00000000219	ENSSHAT00000000219.1		ENSMODG00000017426		GL860302.1	40	5158
ENSSHAG00000000183	ENSSHAG00000000183.1	ENSSHAT00000000220	ENSSHAT00000000220.1				GL870349.1	40	279
ENSSHAG00000000184	ENSSHAG00000000184.1	ENSSHAT00000000221	ENSSHAT00000000221.1				GL864915.1	41	65310
ENSSHAG00000000185	ENSSHAG00000000185.1	ENSSHAT00000000222	ENSSHAT00000000222.1		ENSMODG00000017663		GL869948.1	41	4970
ENSSHAG00000000186	ENSSHAG00000000186.1	ENSSHAT00000000223	ENSSHAT00000000223.1				GL850434.1	42	10828
ENSSHAG00000000187	ENSSHAG00000000187.1	ENSSHAT00000000224	ENSSHAT00000000224.1			SOCS1	GL841528.1	46	510
ENSSHAG00000000188	ENSSHAG00000000188.1	ENSSHAT00000000225	ENSSHAT00000000225.1		ENSMODG00000011144		GL857009.1	46	51171
ENSSHAG00000000189	ENSSHAG00000000189.1	ENSSHAT00000000226	ENSSHAT00000000226.1			NCAPH2	GL861546.1	46	9880
ENSSHAG00000000189	ENSSHAG00000000189.1	ENSSHAT00000000227	ENSSHAT00000000227.1			NCAPH2	GL861546.1	46	9880
ENSSHAG00000000190	ENSSHAG00000000190.1	ENSSHAT00000000228	ENSSHAT00000000228.1				GL869528.1	46	2206
ENSSHAG00000000191	ENSSHAG00000000191.1	ENSSHAT00000000229	ENSSHAT00000000229.1	CRELD2	ENSMODG00000015789		GL861872.1	47	11019
ENSSHAG00000000192	ENSSHAG00000000192.1	ENSSHAT00000000230	ENSSHAT00000000230.1				GL861370.1	48	270
ENSSHAG00000000193	ENSSHAG00000000193.1	ENSSHAT00000000231	ENSSHAT00000000231.1		ENSMODG00000000845		GL862474.1	49	3754
ENSSHAG00000000194	ENSSHAG00000000194.1	ENSSHAT00000000232	ENSSHAT00000000232.1	EGFL7	ENSMODG00000017598	EGFL7	GL834949.1	50	10991
ENSSHAG00000000195	ENSSHAG00000000195.1	ENSSHAT00000000233	ENSSHAT00000000233.1				GL843826.1	51	4465
ENSSHAG00000000196	ENSSHAG00000000196.1	ENSSHAT00000000234	ENSSHAT00000000234.1				GL849784.1	52	1191
ENSSHAG00000000197	ENSSHAG00000000197.1	ENSSHAT00000000235	ENSSHAT00000000235.1				GL838512.1	55	1725
ENSSHAG00000000198	ENSSHAG00000000198.1	ENSSHAT00000000236	ENSSHAT00000000236.1		ENSMODG00000004909		GL853220.1	56	2007
ENSSHAG00000000198	ENSSHAG00000000198.1	ENSSHAT00000000236	ENSSHAT00000000236.1		ENSMODG00000004349		GL853220.1	56	2007
ENSSHAG00000000199	ENSSHAG00000000199.1	ENSSHAT00000000237	ENSSHAT00000000237.1	CALM2	ENSMODG00000001059		GL857330.1	56	607
ENSSHAG00000000200	ENSSHAG00000000200.1	ENSSHAT00000000238	ENSSHAT00000000238.1				GL838479.1	60	4364
ENSSHAG00000000201	ENSSHAG00000000201.1	ENSSHAT00000000239	ENSSHAT00000000239.1		ENSMODG00000001890		GL857521.1	62	19288
ENSSHAG00000000202	ENSSHAG00000000202.1	ENSSHAT00000000240	ENSSHAT00000000240.1	GIPR	ENSMODG00000021540	GIPR	GL849766.1	66	8365
ENSSHAG00000000202	ENSSHAG00000000202.1	ENSSHAT00000000241	ENSSHAT00000000241.1	GIPR	ENSMODG00000021540	GIPR	GL849766.1	66	8365
ENSSHAG00000000203	ENSSHAG00000000203.1	ENSSHAT00000000242	ENSSHAT00000000242.1				GL855611.1	66	5215
ENSSHAG00000000204	ENSSHAG00000000204.1	ENSSHAT00000000243	ENSSHAT00000000243.1				GL849100.1	67	507
ENSSHAG00000000205	ENSSHAG00000000205.1	ENSSHAT00000000244	ENSSHAT00000000244.1				GL868243.1	67	1506
ENSSHAG00000000206	ENSSHAG00000000206.1	ENSSHAT00000000245	ENSSHAT00000000245.1	MPND	ENSMODG00000000907		GL847304.1	77	3910
ENSSHAG00000000207	ENSSHAG00000000207.1	ENSSHAT00000000246	ENSSHAT00000000246.1				GL858076.1	77	1654
ENSSHAG00000000208	ENSSHAG00000000208.1	ENSSHAT00000000247	ENSSHAT00000000247.1				GL867287.1	77	1159
ENSSHAG00000000209	ENSSHAG00000000209.1	ENSSHAT00000000248	ENSSHAT00000000248.1		ENSMODG00000048435		GL864724.1	78	1511
ENSSHAG00000000209	ENSSHAG00000000209.1	ENSSHAT00000000248	ENSSHAT00000000248.1		ENSMODG00000037711		GL864724.1	78	1511
ENSSHAG00000000210	ENSSHAG00000000210.1	ENSSHAT00000000249	ENSSHAT00000000249.1				GL839819.1	81	416
ENSSHAG00000000211	ENSSHAG00000000211.1	ENSSHAT00000000250	ENSSHAT00000000250.1	ITGA2	ENSMODG00000019454		GL841158.1	82	29858
ENSSHAG00000000212	ENSSHAG00000000212.1	ENSSHAT00000000251	ENSSHAT00000000251.1				GL860565.1	84	1797
ENSSHAG00000000213	ENSSHAG00000000213.1	ENSSHAT00000000252	ENSSHAT00000000252.1				GL864458.1	84	230
ENSSHAG00000000214	ENSSHAG00000000214.1	ENSSHAT00000000253	ENSSHAT00000000253.1		ENSMODG00000009531		GL851152.1	88	18654
ENSSHAG00000000215	ENSSHAG00000000215.1	ENSSHAT00000000254	ENSSHAT00000000254.1		ENSMODG00000011060		GL865018.1	88	53050
ENSSHAG00000000216	ENSSHAG00000000216.1	ENSSHAT00000000255	ENSSHAT00000000255.1				GL867248.1	90	3393
ENSSHAG00000000217	ENSSHAG00000000217.1	ENSSHAT00000000256	ENSSHAT00000000256.1				GL834995.1	93	494
ENSSHAG00000000218	ENSSHAG00000000218.1	ENSSHAT00000000257	ENSSHAT00000000257.1		ENSMODG00000015045		GL844382.1	93	7184
ENSSHAG00000000219	ENSSHAG00000000219.1	ENSSHAT00000000258	ENSSHAT00000000258.1	CALB2	ENSMODG00000014262	CALB2	GL839267.1	95	12540
ENSSHAG00000000220	ENSSHAG00000000220.1	ENSSHAT00000000259	ENSSHAT00000000259.1	ACTR2	ENSMODG00000003364	ACTR2	GL836330.1	99	20358
ENSSHAG00000000220	ENSSHAG00000000220.1	ENSSHAT00000000260	ENSSHAT00000000260.1	ACTR2	ENSMODG00000003364	ACTR2	GL836330.1	99	20358
ENSSHAG00000000221	ENSSHAG00000000221.1	ENSSHAT00000000261	ENSSHAT00000000261.1		ENSMODG00000020813		GL838483.1	100	1710
ENSSHAG00000000222	ENSSHAG00000000222.1	ENSSHAT00000000262	ENSSHAT00000000262.1	CPA4	ENSMODG00000014554		GL863952.1	100	2294
ENSSHAG00000000223	ENSSHAG00000000223.1	ENSSHAT00000000263	ENSSHAT00000000263.1	PCP2	ENSMODG00000036651		GL845842.1	110	2591
ENSSHAG00000000224	ENSSHAG00000000224.1	ENSSHAT00000000264	ENSSHAT00000000264.1		ENSMODG00000045440		GL853499.1	111	810
ENSSHAG00000000224	ENSSHAG00000000224.1	ENSSHAT00000000264	ENSSHAT00000000264.1		ENSMODG00000042050		GL853499.1	111	810
ENSSHAG00000000224	ENSSHAG00000000224.1	ENSSHAT00000000264	ENSSHAT00000000264.1		ENSMODG00000028582		GL853499.1	111	810
ENSSHAG00000000224	ENSSHAG00000000224.1	ENSSHAT00000000264	ENSSHAT00000000264.1		ENSMODG00000009263		GL853499.1	111	810
ENSSHAG00000000224	ENSSHAG00000000224.1	ENSSHAT00000000264	ENSSHAT00000000264.1		ENSMODG00000010023		GL853499.1	111	810
ENSSHAG00000000224	ENSSHAG00000000224.1	ENSSHAT00000000264	ENSSHAT00000000264.1		ENSMODG00000027441		GL853499.1	111	810
ENSSHAG00000000224	ENSSHAG00000000224.1	ENSSHAT00000000264	ENSSHAT00000000264.1		ENSMODG00000040593		GL853499.1	111	810
ENSSHAG00000000224	ENSSHAG00000000224.1	ENSSHAT00000000264	ENSSHAT00000000264.1		ENSMODG00000009507		GL853499.1	111	810
ENSSHAG00000000224	ENSSHAG00000000224.1	ENSSHAT00000000264	ENSSHAT00000000264.1		ENSMODG00000027776		GL853499.1	111	810
ENSSHAG00000000225	ENSSHAG00000000225.1	ENSSHAT00000000265	ENSSHAT00000000265.1	ETNK2	ENSMODG00000001210	ETNK2	GL857870.1	111	31361
ENSSHAG00000000226	ENSSHAG00000000226.1	ENSSHAT00000000266	ENSSHAT00000000266.1	LIN37	ENSMODG00000014013	LIN37	GL856618.1	115	1560
ENSSHAG00000000227	ENSSHAG00000000227.1	ENSSHAT00000000267	ENSSHAT00000000267.1	CCR1	ENSMODG00000011451		GL864038.1	116	1204
ENSSHAG00000000228	ENSSHAG00000000228.1	ENSSHAT00000000268	ENSSHAT00000000268.1				GL836969.1	118	1749
ENSSHAG00000000229	ENSSHAG00000000229.1	ENSSHAT00000000269	ENSSHAT00000000269.1		ENSMODG00000014282		GL841740.1	120	5710
ENSSHAG00000000230	ENSSHAG00000000230.1	ENSSHAT00000000270	ENSSHAT00000000270.1			SYCN	GL851225.1	120	530
ENSSHAG00000000231	ENSSHAG00000000231.1	ENSSHAT00000000271	ENSSHAT00000000271.1		ENSMODG00000044376	PHLDA1	GL862233.1	120	962
ENSSHAG00000000232	ENSSHAG00000000232.1	ENSSHAT00000000272	ENSSHAT00000000272.1	SMCR8	ENSMODG00000025386	SMCR8	GL841470.1	123	19952
ENSSHAG00000000233	ENSSHAG00000000233.1	ENSSHAT00000000273	ENSSHAT00000000273.1				GL841475.1	123	22989
ENSSHAG00000000234	ENSSHAG00000000234.1	ENSSHAT00000000274	ENSSHAT00000000274.1		ENSMODG00000001883		GL847189.1	123	2209
ENSSHAG00000000235	ENSSHAG00000000235.1	ENSSHAT00000000275	ENSSHAT00000000275.1	NAMPT	ENSMODG00000017401		GL866692.1	125	523
ENSSHAG00000000236	ENSSHAG00000000236.1	ENSSHAT00000000276	ENSSHAT00000000276.1		ENSMODG00000023362		GL835001.1	127	7195
ENSSHAG00000000236	ENSSHAG00000000236.1	ENSSHAT00000000276	ENSSHAT00000000276.1		ENSMODG00000023625		GL835001.1	127	7195
ENSSHAG00000000236	ENSSHAG00000000236.1	ENSSHAT00000000276	ENSSHAT00000000276.1	VN2R510	ENSMODG00000043520		GL835001.1	127	7195
ENSSHAG00000000237	ENSSHAG00000000237.1	ENSSHAT00000000277	ENSSHAT00000000277.1	IARS	ENSMODG00000020876	IARS	GL842880.1	132	20716
ENSSHAG00000000238	ENSSHAG00000000238.1	ENSSHAT00000000278	ENSSHAT00000000278.1		ENSMODG00000024614		GL855424.1	132	782
ENSSHAG00000000238	ENSSHAG00000000238.1	ENSSHAT00000000278	ENSSHAT00000000278.1		ENSMODG00000009389		GL855424.1	132	782
ENSSHAG00000000238	ENSSHAG00000000238.1	ENSSHAT00000000278	ENSSHAT00000000278.1		ENSMODG00000000322		GL855424.1	132	782
ENSSHAG00000000238	ENSSHAG00000000238.1	ENSSHAT00000000278	ENSSHAT00000000278.1		ENSMODG00000010130		GL855424.1	132	782
ENSSHAG00000000238	ENSSHAG00000000238.1	ENSSHAT00000000278	ENSSHAT00000000278.1		ENSMODG00000020307		GL855424.1	132	782
ENSSHAG00000000238	ENSSHAG00000000238.1	ENSSHAT00000000278	ENSSHAT00000000278.1		ENSMODG00000013912		GL855424.1	132	782
ENSSHAG00000000239	ENSSHAG00000000239.1	ENSSHAT00000000279	ENSSHAT00000000279.1				GL865397.1	132	1238
ENSSHAG00000000240	ENSSHAG00000000240.1	ENSSHAT00000000280	ENSSHAT00000000280.1				GL848174.1	133	456
ENSSHAG00000000241	ENSSHAG00000000241.1	ENSSHAT00000000281	ENSSHAT00000000281.1		ENSMODG00000017421		GL860317.1	133	699
ENSSHAG00000000242	ENSSHAG00000000242.1	ENSSHAT00000000282	ENSSHAT00000000282.1	AIPL1	ENSMODG00000016628		GL850423.1	140	8373
ENSSHAG00000000243	ENSSHAG00000000243.1	ENSSHAT00000000283	ENSSHAT00000000283.1				GL840457.1	145	474
ENSSHAG00000000244	ENSSHAG00000000244.1	ENSSHAT00000000284	ENSSHAT00000000284.1	DNAH1	ENSMODG00000011579		GL843818.1	154	10187
ENSSHAG00000000245	ENSSHAG00000000245.1	ENSSHAT00000000285	ENSSHAT00000000285.1		ENSMODG00000004933		GL862249.1	161	11364
ENSSHAG00000000246	ENSSHAG00000000246.1	ENSSHAT00000000286	ENSSHAT00000000286.1		ENSMODG00000024094		GL851346.1	162	1562
ENSSHAG00000000247	ENSSHAG00000000247.1	ENSSHAT00000000287	ENSSHAT00000000287.1	SLC2A7	ENSMODG00000023285	SLC2A7	GL850888.1	169	18534
ENSSHAG00000000248	ENSSHAG00000000248.1	ENSSHAT00000000288	ENSSHAT00000000288.1	SLC16A8	ENSMODG00000049590		GL864672.1	172	1528
ENSSHAG00000000249	ENSSHAG00000000249.1	ENSSHAT00000000289	ENSSHAT00000000289.1				GL849373.1	173	1576
ENSSHAG00000000250	ENSSHAG00000000250.1	ENSSHAT00000000290	ENSSHAT00000000290.1	JAG2	ENSMODG00000014707	JAG2	GL834573.1	176	147272
ENSSHAG00000000251	ENSSHAG00000000251.1	ENSSHAT00000000291	ENSSHAT00000000291.1	KPTN	ENSMODG00000008827		GL851297.1	177	1923
ENSSHAG00000000252	ENSSHAG00000000252.1	ENSSHAT00000000292	ENSSHAT00000000292.1	KLK7	ENSMODG00000006497	KLK7	GL849767.1	181	7688
ENSSHAG00000000253	ENSSHAG00000000253.1	ENSSHAT00000000293	ENSSHAT00000000293.1		ENSMODG00000013144		GL849956.1	184	7958
ENSSHAG00000000253	ENSSHAG00000000253.1	ENSSHAT00000000294	ENSSHAT00000000294.1		ENSMODG00000013144		GL849956.1	184	7958
ENSSHAG00000000253	ENSSHAG00000000253.1	ENSSHAT00000000293	ENSSHAT00000000293.1		ENSMODG00000013137		GL849956.1	184	7958
ENSSHAG00000000253	ENSSHAG00000000253.1	ENSSHAT00000000294	ENSSHAT00000000294.1		ENSMODG00000013137		GL849956.1	184	7958
ENSSHAG00000000254	ENSSHAG00000000254.1	ENSSHAT00000000295	ENSSHAT00000000295.1	SNX19	ENSMODG00000005187		GL849690.1	189	5066
ENSSHAG00000000255	ENSSHAG00000000255.1	ENSSHAT00000000296	ENSSHAT00000000296.1				GL850961.1	190	7165
ENSSHAG00000000256	ENSSHAG00000000256.1	ENSSHAT00000000297	ENSSHAT00000000297.1				GL864311.1	191	1074
ENSSHAG00000000257	ENSSHAG00000000257.1	ENSSHAT00000000298	ENSSHAT00000000298.1	TACSTD2	ENSMODG00000003318		GL857832.1	192	527
ENSSHAG00000000258	ENSSHAG00000000258.1	ENSSHAT00000000299	ENSSHAT00000000299.1	NDUFB7	ENSMODG00000002596		GL866283.1	194	1009
ENSSHAG00000000259	ENSSHAG00000000259.1	ENSSHAT00000000300	ENSSHAT00000000300.1				GL847281.1	201	4184
ENSSHAG00000000260	ENSSHAG00000000260.1	ENSSHAT00000000301	ENSSHAT00000000301.1		ENSMODG00000007204		GL840195.1	202	21858
ENSSHAG00000000260	ENSSHAG00000000260.1	ENSSHAT00000000301	ENSSHAT00000000301.1		ENSMODG00000048866		GL840195.1	202	21858
ENSSHAG00000000261	ENSSHAG00000000261.1	ENSSHAT00000000302	ENSSHAT00000000302.1				GL845031.1	210	1538
ENSSHAG00000000262	ENSSHAG00000000262.1	ENSSHAT00000000303	ENSSHAT00000000303.1		ENSMODG00000004601	TIRAP	GL849957.1	211	2537
ENSSHAG00000000263	ENSSHAG00000000263.1	ENSSHAT00000000304	ENSSHAT00000000304.1	ELL2	ENSMODG00000020086		GL867382.1	222	2258
